Industry,Title,Model,Criterion,Yes,No
Banking,Loan Processing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unique,1,0
Banking,Loan Processing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Uniform,1,0
Banking,Loan Processing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Independent,1,0
Banking,Loan Processing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Complete,1,0
Insurance,Claim Filing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Well-formed,4,0
Insurance,Claim Filing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Atomic,3,1
Insurance,Claim Filing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Minimal,0,4
Insurance,Claim Filing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conceptually sound,4,0
Insurance,Claim Filing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Problem-oriented,0,4
Insurance,Claim Filing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unambiguous,4,0
Insurance,Claim Filing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conflict-free,4,0
Insurance,Claim Filing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Full sentence,4,0
Insurance,Claim Filing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Estimatable,4,0
Insurance,Claim Filing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unique,4,0
Insurance,Claim Filing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Uniform,4,0
Insurance,Claim Filing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Independent,4,0
Insurance,Claim Filing,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Complete,4,0
Healthcare,Patient Appointment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Well-formed,4,0
Healthcare,Patient Appointment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Atomic,4,0
Healthcare,Patient Appointment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Minimal,4,0
Healthcare,Patient Appointment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conceptually sound,4,0
Healthcare,Patient Appointment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Problem-oriented,4,0
Healthcare,Patient Appointment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unambiguous,4,0
Healthcare,Patient Appointment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conflict-free,4,0
Healthcare,Patient Appointment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Full sentence,4,0
Healthcare,Patient Appointment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Estimatable,4,0
Healthcare,Patient Appointment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unique,4,0
Healthcare,Patient Appointment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Uniform,4,0
Healthcare,Patient Appointment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Independent,4,0
Healthcare,Patient Appointment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Complete,4,0
Public Sector,Voter Registration,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Well-formed,1,0
Public Sector,Voter Registration,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Atomic,0,1
Public Sector,Voter Registration,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Minimal,0,1
Public Sector,Voter Registration,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conceptually sound,1,0
Public Sector,Voter Registration,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Problem-oriented,1,0
Public Sector,Voter Registration,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unambiguous,1,0
Public Sector,Voter Registration,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conflict-free,1,0
Public Sector,Voter Registration,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Full sentence,1,0
Public Sector,Voter Registration,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Estimatable,1,0
Public Sector,Voter Registration,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unique,1,0
Public Sector,Voter Registration,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Uniform,1,0
Public Sector,Voter Registration,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Independent,1,0
Public Sector,Voter Registration,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Complete,1,0
Travel & Logistics,Shipment Tracking,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Well-formed,1,0
Travel & Logistics,Shipment Tracking,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Atomic,0,1
Travel & Logistics,Shipment Tracking,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Minimal,0,1
Travel & Logistics,Shipment Tracking,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conceptually sound,0,1
Travel & Logistics,Shipment Tracking,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Problem-oriented,0,1
Travel & Logistics,Shipment Tracking,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unambiguous,0,1
Travel & Logistics,Shipment Tracking,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conflict-free,1,0
Travel & Logistics,Shipment Tracking,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Full sentence,1,0
Travel & Logistics,Shipment Tracking,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Estimatable,1,0
Travel & Logistics,Shipment Tracking,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unique,1,0
Travel & Logistics,Shipment Tracking,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Uniform,1,0
Travel & Logistics,Shipment Tracking,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Independent,1,0
Travel & Logistics,Shipment Tracking,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Complete,0,1
Telecommunications,Service Ticket Resolution,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Well-formed,5,0
Telecommunications,Service Ticket Resolution,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Atomic,5,0
Telecommunications,Service Ticket Resolution,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Minimal,0,5
Telecommunications,Service Ticket Resolution,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conceptually sound,5,0
Telecommunications,Service Ticket Resolution,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Problem-oriented,5,0
Telecommunications,Service Ticket Resolution,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unambiguous,5,0
Telecommunications,Service Ticket Resolution,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conflict-free,5,0
Telecommunications,Service Ticket Resolution,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Full sentence,5,0
Telecommunications,Service Ticket Resolution,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Estimatable,5,0
Telecommunications,Service Ticket Resolution,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unique,5,0
Telecommunications,Service Ticket Resolution,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Uniform,5,0
Telecommunications,Service Ticket Resolution,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Independent,5,0
Telecommunications,Service Ticket Resolution,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Complete,5,0
Corporate IT,Software Update Deployment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Well-formed,1,1
Corporate IT,Software Update Deployment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Atomic,1,1
Corporate IT,Software Update Deployment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Minimal,0,2
Corporate IT,Software Update Deployment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conceptually sound,1,1
Corporate IT,Software Update Deployment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Problem-oriented,0,2
Corporate IT,Software Update Deployment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unambiguous,1,0
Corporate IT,Software Update Deployment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conflict-free,1,0
Corporate IT,Software Update Deployment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Full sentence,1,0
Corporate IT,Software Update Deployment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Estimatable,1,0
Corporate IT,Software Update Deployment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unique,1,0
Corporate IT,Software Update Deployment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Uniform,1,0
Corporate IT,Software Update Deployment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Independent,1,0
Corporate IT,Software Update Deployment,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Complete,1,0
Consumer Products | New Data Solutions,Purchase Data Analysis,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Well-formed,4,0
Consumer Products | New Data Solutions,Purchase Data Analysis,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Atomic,3,1
Consumer Products | New Data Solutions,Purchase Data Analysis,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Minimal,0,4
Consumer Products | New Data Solutions,Purchase Data Analysis,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conceptually sound,4,0
Consumer Products | New Data Solutions,Purchase Data Analysis,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Problem-oriented,4,0
Consumer Products | New Data Solutions,Purchase Data Analysis,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unambiguous,2,2
Consumer Products | New Data Solutions,Purchase Data Analysis,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conflict-free,4,0
Consumer Products | New Data Solutions,Purchase Data Analysis,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Full sentence,4,0
Consumer Products | New Data Solutions,Purchase Data Analysis,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Estimatable,4,0
Consumer Products | New Data Solutions,Purchase Data Analysis,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unique,4,0
Consumer Products | New Data Solutions,Purchase Data Analysis,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Uniform,4,0
Consumer Products | New Data Solutions,Purchase Data Analysis,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Independent,4,0
Consumer Products | New Data Solutions,Purchase Data Analysis,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Complete,4,0
Cyber Security,Security Audit,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Well-formed,1,1
Cyber Security,Security Audit,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Atomic,1,1
Cyber Security,Security Audit,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Minimal,1,1
Cyber Security,Security Audit,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conceptually sound,1,1
Cyber Security,Security Audit,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Problem-oriented,1,1
Cyber Security,Security Audit,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unambiguous,1,1
Cyber Security,Security Audit,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conflict-free,1,0
Cyber Security,Security Audit,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Full sentence,1,1
Cyber Security,Security Audit,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Estimatable,1,1
Cyber Security,Security Audit,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unique,1,0
Cyber Security,Security Audit,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Uniform,1,0
Cyber Security,Security Audit,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Independent,1,0
Cyber Security,Security Audit,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Complete,1,0
Test & Quality Management,Quality Assurance Test,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Well-formed,3,0
Test & Quality Management,Quality Assurance Test,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Atomic,3,0
Test & Quality Management,Quality Assurance Test,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Minimal,0,3
Test & Quality Management,Quality Assurance Test,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conceptually sound,3,0
Test & Quality Management,Quality Assurance Test,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Problem-oriented,3,0
Test & Quality Management,Quality Assurance Test,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unambiguous,3,0
Test & Quality Management,Quality Assurance Test,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conflict-free,3,0
Test & Quality Management,Quality Assurance Test,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Full sentence,3,0
Test & Quality Management,Quality Assurance Test,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Estimatable,3,0
Test & Quality Management,Quality Assurance Test,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unique,3,0
Test & Quality Management,Quality Assurance Test,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Uniform,3,0
Test & Quality Management,Quality Assurance Test,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Independent,3,0
Test & Quality Management,Quality Assurance Test,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Complete,3,0
Life Science & Chemicals,Lab Experiment Recording,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Well-formed,1,1
Life Science & Chemicals,Lab Experiment Recording,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Atomic,1,1
Life Science & Chemicals,Lab Experiment Recording,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Minimal,0,2
Life Science & Chemicals,Lab Experiment Recording,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conceptually sound,1,1
Life Science & Chemicals,Lab Experiment Recording,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Problem-oriented,1,1
Life Science & Chemicals,Lab Experiment Recording,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unambiguous,1,1
Life Science & Chemicals,Lab Experiment Recording,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Conflict-free,1,0
Life Science & Chemicals,Lab Experiment Recording,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Full sentence,1,1
Life Science & Chemicals,Lab Experiment Recording,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Estimatable,1,1
Life Science & Chemicals,Lab Experiment Recording,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Unique,1,0
Life Science & Chemicals,Lab Experiment Recording,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Uniform,1,1
Life Science & Chemicals,Lab Experiment Recording,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Independent,1,0
Life Science & Chemicals,Lab Experiment Recording,TheBloke/Vicuna-7B-CoT-GGUF/vicuna-7b-cot.Q6_K.gguf,Complete,1,1
